country_name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Lebanon,2.22463,2.08467,,,,,2.84148,2.55271,,2.6667400000000003,2.67227,2.80863,2.60987,2.035,1.77877,1.63173,1.6462599999999998,2.1894,2.57268,
Liberia,,,,,,,,,,,,,,3.16142,,,,2.75756,,
Libya,,,,,2.26417,,,,,,,,,,,,,,,
St. Lucia,,,,7.37781,7.25485,,6.86211,,4.30812,4.1151,5.08469,5.5428,,5.10542,3.69234,4.113,4.26959,4.00106,4.7254,4.84166
Liechtenstein,,,,,,,,,2.46014,2.4333299999999998,,2.05381,1.9211900000000002,2.0483700000000002,,,2.5560400000000003,,,
Sri Lanka,2.96543,3.34174,,3.06506,,,,,,,,,,,2.0559,1.71774,1.8086099999999998,1.49617,1.62107,1.9167299999999998
Lesotho,10.05103,,13.177029999999998,,14.1626,11.492,10.77399,11.80636,15.61544,13.27157,14.79096,13.85772,,12.98201,,,,,,
Lithuania,4.76492,4.843719999999999,5.44955,6.11601,,,5.840380000000001,5.79253,5.10851,5.16916,4.87319,4.82055,4.59055,4.8345400000000005,5.5774099999999995,5.29903,5.122269999999999,4.76879,4.6125,
Luxembourg,3.4996099999999997,3.3472699999999995,,,,,3.5930199999999997,,,,,,,,,,,4.14091,,
Latvia,,5.26512,5.51716,5.80282,5.54206,5.29028,5.45681,5.6138,5.07315,4.859719999999999,,4.71949,4.6644,5.41359,5.57891,5.08564,4.95124,4.64375,4.9145,
"Macao SAR, China",,,,3.68109,3.69231,3.67962,2.73401,2.86199,2.79765,2.24566,2.2906400000000002,2.2063900000000003,2.05452,2.20791,2.5464700000000002,2.6295,2.68519,3.33759,2.04999,2.02566
Morocco,4.7348099999999995,,,5.11554,5.14016,,,,,,,,,5.34215,5.26064,,,,,
Monaco,1.06457,1.0822399999999999,1.21242,1.2088299999999998,1.19528,1.25536,,,,1.24386,,,,,1.32877,1.3202200000000002,1.59142,1.78004,1.3344,1.02195
Moldova,,9.8966,,,4.66255,4.48642,4.84691,5.49791,5.4249,6.771089999999999,7.162730000000001,7.4989300000000005,8.29343,8.23733,9.50976,9.112110000000001,8.5597,8.34896,,7.464510000000001
Madagascar,,,1.8496400000000002,1.87065,2.76755,2.91135,3.25033,2.71621,3.0394900000000002,3.2643,3.8481699999999996,3.2825300000000004,3.36988,2.9104099999999997,3.17751,,2.78112,2.73217,2.07999,
Maldives,,,,,,,,5.7039,5.36855,4.75694,5.2119800000000005,4.9618199999999995,4.72755,4.79509,6.252000000000001,4.5867,3.9715199999999995,4.30967,4.47962,4.18797
Mexico,3.86743,,,3.52947,3.6621,4.13411,4.428319999999999,4.63847,5.18674,4.80018,4.90795,4.74913,4.73198,4.85821,5.21749,5.1919699999999995,5.1462,5.165430000000001,,
Marshall Islands,,,,,14.53904,,,8.66987,12.24,,,,,,,,,,,
"Macedonia, FYR",4.4926900000000005,4.52623,,,,,,3.30015,,,,,,,,,,,,
Mali,,,,2.6495900000000003,2.23184,2.9715599999999998,2.65845,2.89623,3.8056,3.8592199999999997,3.52218,,,3.4202800000000004,3.87281,3.34389,3.75423,3.47949,3.2829599999999997,3.6374
Malta,,,,4.40561,,,,4.3112699999999995,,4.79185,,,6.312930000000001,5.8462,5.44377,6.9112800000000005,7.96375,6.75966,8.2907,
Myanmar,1.20248,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,
Mongolia,,,3.9489699999999996,5.49302,5.1456599999999995,5.55037,,7.210780000000001,,4.32573,,,4.69013,,5.14485,4.6451,4.609030000000001,,,
